NUMERO;COD_LUGAR_ORIGEN;COD_LUGAR_DESTINO;FECHA_MOVIMIENTO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD
8788675;1617;5862;TO_DATE('2013-05-24','YYYY-MM-DD');53;17;9;
1998818;411;5705;TO_DATE('2014-01-09','YYYY-MM-DD');60;29;10;
2396209;411;5089;TO_DATE('2014-01-12','YYYY-MM-DD');65;26;10;
3994806;411;5193;TO_DATE('2014-01-22','YYYY-MM-DD');65;26;9;
2253987;411;4590;TO_DATE('2014-01-22','YYYY-MM-DD');8;11;10;
9640646;411;5855;TO_DATE('2014-01-13','YYYY-MM-DD');65;26;4;
870414;411;5795;TO_DATE('2014-01-08','YYYY-MM-DD');8;11;9;
741426;2439;5577;TO_DATE('2013-08-29','YYYY-MM-DD');23;15;10;
3588639;2439;5641;TO_DATE('2013-08-26','YYYY-MM-DD');7;16;3;
6128700;2439;5919;TO_DATE('2013-08-25','YYYY-MM-DD');1;22;4;
2258206;2439;6429;TO_DATE('2013-08-29','YYYY-MM-DD');1;22;5;
5614634;3657;5076;TO_DATE('2013-08-27','YYYY-MM-DD');1;22;1;
3443285;3657;5352;TO_DATE('2013-08-27','YYYY-MM-DD');1;22;8;
6833103;3657;5911;TO_DATE('2013-08-21','YYYY-MM-DD');7;16;2;
5278525;3137;5690;TO_DATE('2013-08-06','YYYY-MM-DD');72;6;2;
8460756;3137;4694;TO_DATE('2013-08-08','YYYY-MM-DD');72;6;2;
7600888;3137;4882;TO_DATE('2013-08-11','YYYY-MM-DD');72;6;10;
7965647;3137;5871;TO_DATE('2013-08-10','YYYY-MM-DD');71;10;9;
6289759;3137;5444;TO_DATE('2013-07-31','YYYY-MM-DD');71;10;3;
6366830;3137;5711;TO_DATE('2013-08-02','YYYY-MM-DD');68;1;1;
4596610;1337;6004;TO_DATE('2013-12-06','YYYY-MM-DD');24;14;7;
9053208;1337;4765;TO_DATE('2013-11-30','YYYY-MM-DD');24;14;6;
8169337;1337;5055;TO_DATE('2013-12-04','YYYY-MM-DD');25;22;10;
44717;1337;5435;TO_DATE('2013-12-07','YYYY-MM-DD');25;22;2;
660204;1337;4857;TO_DATE('2013-12-04','YYYY-MM-DD');25;22;8;
7758998;1337;5407;TO_DATE('2013-12-04','YYYY-MM-DD');6;22;6;
1834285;1337;5342;TO_DATE('2013-12-11','YYYY-MM-DD');24;14;1;
3298838;2873;5129;TO_DATE('2013-11-29','YYYY-MM-DD');2;20;9;
7023461;2873;5587;TO_DATE('2013-12-04','YYYY-MM-DD');25;22;5;
3470672;2873;6044;TO_DATE('2013-12-02','YYYY-MM-DD');6;22;10;
9139629;2873;6020;TO_DATE('2013-11-29','YYYY-MM-DD');59;25;7;
6281608;4370;5097;TO_DATE('2014-03-06','YYYY-MM-DD');48;11;7;
7223244;1882;5528;TO_DATE('2013-11-01','YYYY-MM-DD');72;9;10;
1507414;1882;5273;TO_DATE('2013-11-07','YYYY-MM-DD');72;9;8;
625607;2800;6396;TO_DATE('2013-12-23','YYYY-MM-DD');71;10;1;
3919981;2800;5675;TO_DATE('2013-12-30','YYYY-MM-DD');68;1;7;
1236922;2800;5783;TO_DATE('2013-12-22','YYYY-MM-DD');68;1;8;
8054947;1238;4836;TO_DATE('2013-09-12','YYYY-MM-DD');13;4;2;
7789300;1238;5481;TO_DATE('2013-09-07','YYYY-MM-DD');13;4;10;
8454050;1403;4868;TO_DATE('2013-09-05','YYYY-MM-DD');13;4;2;
6628314;3642;4523;TO_DATE('2013-09-06','YYYY-MM-DD');13;4;8;
6218682;3200;4596;TO_DATE('2013-09-17','YYYY-MM-DD');71;1;2;
7038871;2424;5880;TO_DATE('2014-01-06','YYYY-MM-DD');11;20;2;
6278845;2424;4590;TO_DATE('2014-01-02','YYYY-MM-DD');71;22;9;
3576069;2424;4540;TO_DATE('2014-01-01','YYYY-MM-DD');60;18;5;
8381218;2424;5252;TO_DATE('2013-12-28','YYYY-MM-DD');60;18;2;
4049878;2424;5920;TO_DATE('2013-12-28','YYYY-MM-DD');11;20;7;
2253765;2424;6092;TO_DATE('2013-12-29','YYYY-MM-DD');1;30;2;
1655592;2424;4856;TO_DATE('2013-12-28','YYYY-MM-DD');11;20;2;
9395808;882;6250;TO_DATE('2013-12-18','YYYY-MM-DD');47;12;4;
2753737;882;5281;TO_DATE('2013-12-18','YYYY-MM-DD');23;22;6;
5838079;882;5732;TO_DATE('2013-12-19','YYYY-MM-DD');9;20;8;
6741547;882;4657;TO_DATE('2013-12-19','YYYY-MM-DD');47;12;7;
4533671;882;5592;TO_DATE('2013-12-10','YYYY-MM-DD');47;12;8;
8872719;1621;4634;TO_DATE('2013-08-19','YYYY-MM-DD');35;13;10;
1395994;1621;6142;TO_DATE('2013-08-15','YYYY-MM-DD');35;13;2;
3409953;3843;5133;TO_DATE('2013-05-02','YYYY-MM-DD');38;22;10;
7589232;1172;6154;TO_DATE('2013-10-29','YYYY-MM-DD');41;29;6;
3610197;1172;5334;TO_DATE('2013-10-16','YYYY-MM-DD');32;15;1;
5844243;1172;5913;TO_DATE('2013-10-20','YYYY-MM-DD');32;15;1;
9637638;1172;6449;TO_DATE('2013-10-27','YYYY-MM-DD');26;16;10;
3716836;1172;6048;TO_DATE('2013-10-25','YYYY-MM-DD');38;26;10;
5097716;1172;4864;TO_DATE('2013-10-29','YYYY-MM-DD');32;15;5;
214275;1172;4926;TO_DATE('2013-10-29','YYYY-MM-DD');32;15;6;
6647762;1172;4535;TO_DATE('2013-10-18','YYYY-MM-DD');32;15;10;
2018993;1172;5617;TO_DATE('2013-10-17','YYYY-MM-DD');32;15;9;
2669019;1172;6138;TO_DATE('2013-10-17','YYYY-MM-DD');38;26;3;
7592590;2737;5305;TO_DATE('2014-04-01','YYYY-MM-DD');6;22;4;
1676707;2737;6338;TO_DATE('2014-04-07','YYYY-MM-DD');4;29;2;
9765302;2737;5264;TO_DATE('2014-04-07','YYYY-MM-DD');23;23;10;
3203831;2737;6150;TO_DATE('2014-04-09','YYYY-MM-DD');4;29;8;
9528799;2737;5405;TO_DATE('2014-04-04','YYYY-MM-DD');23;23;9;
3459802;2737;5786;TO_DATE('2014-04-05','YYYY-MM-DD');6;22;10;
6020749;2737;6091;TO_DATE('2014-04-06','YYYY-MM-DD');34;15;4;
881069;2737;5878;TO_DATE('2014-04-08','YYYY-MM-DD');6;22;3;
6110062;2796;5131;TO_DATE('2014-03-27','YYYY-MM-DD');4;29;5;
3978074;2796;4689;TO_DATE('2014-03-31','YYYY-MM-DD');4;29;8;
8524245;2796;6059;TO_DATE('2014-04-08','YYYY-MM-DD');4;29;5;
5621612;2796;4784;TO_DATE('2014-04-09','YYYY-MM-DD');39;21;1;
4825709;2796;6474;TO_DATE('2014-04-06','YYYY-MM-DD');6;22;3;
6143512;1313;5698;TO_DATE('2014-02-18','YYYY-MM-DD');56;25;8;
6240958;1313;4625;TO_DATE('2014-02-23','YYYY-MM-DD');56;25;7;
862911;1313;5826;TO_DATE('2014-02-27','YYYY-MM-DD');56;25;5;
5574966;2703;5143;TO_DATE('2013-06-22','YYYY-MM-DD');56;15;5;
5405997;2703;5551;TO_DATE('2013-06-11','YYYY-MM-DD');56;15;7;
9192749;2703;4721;TO_DATE('2013-06-14','YYYY-MM-DD');56;15;7;
4615293;2703;5978;TO_DATE('2013-06-19','YYYY-MM-DD');60;15;5;
4027950;2703;4641;TO_DATE('2013-06-20','YYYY-MM-DD');56;15;10;
3977225;1722;5658;TO_DATE('2013-11-28','YYYY-MM-DD');2;30;4;
9110355;1722;5829;TO_DATE('2013-11-22','YYYY-MM-DD');55;24;4;
2834333;1722;5070;TO_DATE('2013-12-02','YYYY-MM-DD');58;24;8;
8425597;1722;4507;TO_DATE('2013-11-23','YYYY-MM-DD');55;24;1;
427050;1921;5333;TO_DATE('2014-02-25','YYYY-MM-DD');9;19;9;
9737280;1921;5131;TO_DATE('2014-03-05','YYYY-MM-DD');24;28;6;
277823;44;4659;TO_DATE('2013-11-22','YYYY-MM-DD');46;18;10;
3243890;44;5321;TO_DATE('2013-11-17','YYYY-MM-DD');16;23;9;
1466495;2106;6298;TO_DATE('2014-02-27','YYYY-MM-DD');68;8;4;
6090485;2106;6343;TO_DATE('2014-02-21','YYYY-MM-DD');68;8;2;
4193376;2106;5621;TO_DATE('2014-02-18','YYYY-MM-DD');72;1;8;
8131470;3284;4822;TO_DATE('2014-03-04','YYYY-MM-DD');72;1;3;
6926368;3284;4960;TO_DATE('2014-02-28','YYYY-MM-DD');72;1;1;
8207684;3284;5630;TO_DATE('2014-02-18','YYYY-MM-DD');68;8;4;
3403160;3284;5208;TO_DATE('2014-02-21','YYYY-MM-DD');72;1;5;
675500;2251;5217;TO_DATE('2014-01-28','YYYY-MM-DD');69;4;7;
8433826;2251;4965;TO_DATE('2014-02-06','YYYY-MM-DD');67;8;7;
4447008;2251;5464;TO_DATE('2014-01-31','YYYY-MM-DD');72;9;2;
4790231;2251;6253;TO_DATE('2014-02-01','YYYY-MM-DD');72;9;10;
1630207;2251;5656;TO_DATE('2014-01-24','YYYY-MM-DD');69;4;4;
4927715;2251;6166;TO_DATE('2014-02-06','YYYY-MM-DD');69;4;10;
3292361;4100;6167;TO_DATE('2014-02-01','YYYY-MM-DD');72;9;5;
2495649;4100;5574;TO_DATE('2014-02-06','YYYY-MM-DD');72;9;1;
8592411;4100;4861;TO_DATE('2014-02-06','YYYY-MM-DD');69;4;2;
4811242;4100;6291;TO_DATE('2014-02-03','YYYY-MM-DD');67;8;4;
9325927;318;5961;TO_DATE('2013-08-14','YYYY-MM-DD');69;10;10;
5245538;318;5849;TO_DATE('2013-08-10','YYYY-MM-DD');69;10;9;
5070881;1077;6215;TO_DATE('2013-06-18','YYYY-MM-DD');38;29;3;
3250054;1077;6285;TO_DATE('2013-06-26','YYYY-MM-DD');38;29;2;
7569737;3657;4518;TO_DATE('2013-11-21','YYYY-MM-DD');43;24;4;
3196558;3657;4766;TO_DATE('2013-11-07','YYYY-MM-DD');43;24;7;
6512603;3657;6454;TO_DATE('2013-11-19','YYYY-MM-DD');43;24;2;
9719130;3657;6212;TO_DATE('2013-11-07','YYYY-MM-DD');8;22;9;
4081531;3657;4604;TO_DATE('2013-11-08','YYYY-MM-DD');60;22;6;
2112233;1486;5813;TO_DATE('2013-07-08','YYYY-MM-DD');32;10;6;
8707350;1486;5446;TO_DATE('2013-07-08','YYYY-MM-DD');32;10;10;
6470007;1486;5191;TO_DATE('2013-07-07','YYYY-MM-DD');24;1;10;
8552635;1486;5856;TO_DATE('2013-07-04','YYYY-MM-DD');24;1;1;
369961;3101;6462;TO_DATE('2013-10-08','YYYY-MM-DD');58;25;6;
9477003;979;5888;TO_DATE('2013-10-11','YYYY-MM-DD');58;25;1;
1406191;3999;6451;TO_DATE('2013-12-31','YYYY-MM-DD');5;26;9;
7725345;3999;5964;TO_DATE('2014-01-04','YYYY-MM-DD');5;26;1;
1412929;4422;4772;TO_DATE('2013-09-20','YYYY-MM-DD');61;17;1;
3919227;4422;5635;TO_DATE('2013-09-28','YYYY-MM-DD');51;24;9;
7433431;4422;5865;TO_DATE('2013-09-18','YYYY-MM-DD');63;11;4;
6247934;4422;6183;TO_DATE('2013-09-23','YYYY-MM-DD');63;11;3;
6611440;4422;5434;TO_DATE('2013-09-21','YYYY-MM-DD');61;17;8;
4993523;4422;4704;TO_DATE('2013-09-26','YYYY-MM-DD');63;11;3;
4791859;1701;5989;TO_DATE('2013-11-06','YYYY-MM-DD');48;10;6;
8804619;1701;5391;TO_DATE('2013-11-12','YYYY-MM-DD');25;1;8;
1476911;1701;5360;TO_DATE('2013-10-30','YYYY-MM-DD');25;1;7;
6928554;1701;5054;TO_DATE('2013-11-06','YYYY-MM-DD');12;5;10;
5402899;1701;5799;TO_DATE('2013-11-07','YYYY-MM-DD');48;10;6;
2412092;1701;5411;TO_DATE('2013-11-02','YYYY-MM-DD');25;1;9;
4922433;1701;4649;TO_DATE('2013-11-07','YYYY-MM-DD');25;1;8;
820362;1701;4598;TO_DATE('2013-10-31','YYYY-MM-DD');48;10;2;
5545703;2254;5309;TO_DATE('2013-09-30','YYYY-MM-DD');70;18;3;
7972171;3585;5089;TO_DATE('2013-08-29','YYYY-MM-DD');33;23;4;
8168376;555;6319;TO_DATE('2014-03-26','YYYY-MM-DD');37;29;4;
3920260;555;5558;TO_DATE('2014-03-19','YYYY-MM-DD');37;29;8;
7554576;555;5865;TO_DATE('2014-03-17','YYYY-MM-DD');37;29;6;
7916247;3060;5714;TO_DATE('2014-03-20','YYYY-MM-DD');37;29;10;
6091000;3060;5993;TO_DATE('2014-03-22','YYYY-MM-DD');1;19;4;
7363497;928;4637;TO_DATE('2014-03-13','YYYY-MM-DD');37;29;2;
3434467;928;5551;TO_DATE('2014-03-23','YYYY-MM-DD');37;29;8;
3431510;928;5851;TO_DATE('2014-03-14','YYYY-MM-DD');1;19;2;
7150709;4404;5988;TO_DATE('2014-01-11','YYYY-MM-DD');55;11;9;
3337829;4404;5570;TO_DATE('2014-01-09','YYYY-MM-DD');55;11;7;
7074448;4404;6109;TO_DATE('2014-01-20','YYYY-MM-DD');55;11;4;
9742490;4404;5802;TO_DATE('2014-01-17','YYYY-MM-DD');58;30;7;
7638853;546;4956;TO_DATE('2014-01-06','YYYY-MM-DD');64;20;4;
6958276;546;5369;TO_DATE('2014-01-15','YYYY-MM-DD');36;30;1;
5041594;546;6231;TO_DATE('2014-01-15','YYYY-MM-DD');39;21;4;
9477948;546;4506;TO_DATE('2014-01-08','YYYY-MM-DD');59;26;1;
1796325;546;4706;TO_DATE('2014-01-06','YYYY-MM-DD');64;20;8;
5490145;546;4623;TO_DATE('2014-01-15','YYYY-MM-DD');39;21;1;
6948653;546;6106;TO_DATE('2014-01-09','YYYY-MM-DD');36;30;1;
3911073;546;5040;TO_DATE('2014-01-14','YYYY-MM-DD');36;30;4;
1849217;2991;6336;TO_DATE('2013-09-05','YYYY-MM-DD');67;4;4;
782616;1529;5377;TO_DATE('2013-07-09','YYYY-MM-DD');71;2;2;
7470465;1529;5398;TO_DATE('2013-07-03','YYYY-MM-DD');71;2;2;
6993048;1529;5542;TO_DATE('2013-07-02','YYYY-MM-DD');71;2;10;
1892306;1529;4673;TO_DATE('2013-07-10','YYYY-MM-DD');30;1;5;
8287104;3590;4606;TO_DATE('2014-03-25','YYYY-MM-DD');56;2;1;
1992683;3590;6271;TO_DATE('2014-03-18','YYYY-MM-DD');67;2;9;
1597729;3590;5882;TO_DATE('2014-03-27','YYYY-MM-DD');34;1;6;
860859;3590;6209;TO_DATE('2014-03-26','YYYY-MM-DD');56;2;1;
9946895;2783;5872;TO_DATE('2014-01-12','YYYY-MM-DD');7;12;3;
1745490;2783;5978;TO_DATE('2014-01-17','YYYY-MM-DD');7;12;4;
1615125;2344;4778;TO_DATE('2013-06-30','YYYY-MM-DD');19;12;9;
3155506;2344;6197;TO_DATE('2013-07-09','YYYY-MM-DD');13;26;10;
640777;2344;6144;TO_DATE('2013-07-11','YYYY-MM-DD');44;12;5;
9853370;2344;5376;TO_DATE('2013-07-13','YYYY-MM-DD');13;26;7;
2233370;2344;6317;TO_DATE('2013-07-07','YYYY-MM-DD');44;12;7;
6779766;2344;4829;TO_DATE('2013-07-04','YYYY-MM-DD');13;26;5;
5094508;2106;5871;TO_DATE('2013-12-21','YYYY-MM-DD');71;7;9;
6810515;1701;5846;TO_DATE('2013-06-17','YYYY-MM-DD');49;18;5;
2282694;1701;6185;TO_DATE('2013-06-29','YYYY-MM-DD');49;18;9;
7074222;1701;5287;TO_DATE('2013-06-18','YYYY-MM-DD');2;16;5;
6297327;1701;6492;TO_DATE('2013-06-26','YYYY-MM-DD');49;18;9;
4838243;1701;6286;TO_DATE('2013-06-18','YYYY-MM-DD');2;16;3;
2698161;1701;5555;TO_DATE('2013-06-27','YYYY-MM-DD');2;16;4;
3198217;1701;4925;TO_DATE('2013-06-17','YYYY-MM-DD');49;18;5;
8100815;1701;5211;TO_DATE('2013-06-26','YYYY-MM-DD');49;18;9;
9270421;2397;6293;TO_DATE('2014-04-10','YYYY-MM-DD');17;29;6;
3734060;2397;5065;TO_DATE('2014-04-11','YYYY-MM-DD');48;14;9;
3569147;2397;5564;TO_DATE('2014-04-10','YYYY-MM-DD');17;29;3;
9037937;3260;5222;TO_DATE('2013-09-19','YYYY-MM-DD');50;17;2;
439892;3977;6362;TO_DATE('2013-09-14','YYYY-MM-DD');50;17;6;
6143339;1814;4518;TO_DATE('2013-10-21','YYYY-MM-DD');53;13;7;
1618524;1814;5447;TO_DATE('2013-11-04','YYYY-MM-DD');60;22;2;
8556396;1814;5062;TO_DATE('2013-10-21','YYYY-MM-DD');56;18;10;
2307315;3591;5413;TO_DATE('2013-10-12','YYYY-MM-DD');14;11;10;
2104752;3591;5305;TO_DATE('2013-10-21','YYYY-MM-DD');7;28;9;
9292373;3591;6418;TO_DATE('2013-10-24','YYYY-MM-DD');7;28;3;
2385144;3591;5331;TO_DATE('2013-10-17','YYYY-MM-DD');30;27;7;
5173022;3591;5000;TO_DATE('2013-10-23','YYYY-MM-DD');7;28;8;
3295398;3591;5347;TO_DATE('2013-10-22','YYYY-MM-DD');30;27;1;
4341275;3591;6288;TO_DATE('2013-10-22','YYYY-MM-DD');25;27;8;
2765330;3591;4613;TO_DATE('2013-10-12','YYYY-MM-DD');30;27;6;
978498;4162;6394;TO_DATE('2014-01-28','YYYY-MM-DD');20;1;8;
1721297;4162;5045;TO_DATE('2014-01-27','YYYY-MM-DD');67;4;6;
9743338;4162;6499;TO_DATE('2014-01-26','YYYY-MM-DD');29;2;9;
7284248;4162;5542;TO_DATE('2014-01-26','YYYY-MM-DD');67;4;7;
711475;4162;5525;TO_DATE('2014-01-30','YYYY-MM-DD');29;2;7;
1067005;3493;6220;TO_DATE('2014-01-21','YYYY-MM-DD');9;2;10;
9026962;3493;4575;TO_DATE('2014-02-01','YYYY-MM-DD');67;4;10;
7102300;3493;5561;TO_DATE('2014-01-30','YYYY-MM-DD');15;3;10;
7111705;3493;5204;TO_DATE('2014-01-19','YYYY-MM-DD');9;2;10;
4457109;3493;4868;TO_DATE('2014-01-31','YYYY-MM-DD');29;2;9;
8301513;3493;4861;TO_DATE('2014-01-30','YYYY-MM-DD');9;2;3;
7934368;3493;4996;TO_DATE('2014-01-28','YYYY-MM-DD');9;2;3;
1961835;58;5244;TO_DATE('2014-04-02','YYYY-MM-DD');17;26;10;
70158;1213;4998;TO_DATE('2013-11-02','YYYY-MM-DD');10;10;9;
4879336;1213;4912;TO_DATE('2013-10-21','YYYY-MM-DD');34;9;5;
4998465;1213;5603;TO_DATE('2013-11-02','YYYY-MM-DD');8;2;6;
4062539;1213;5741;TO_DATE('2013-11-03','YYYY-MM-DD');51;3;5;
1372240;3200;5372;TO_DATE('2013-09-05','YYYY-MM-DD');38;23;9;
3896834;688;5338;TO_DATE('2013-07-06','YYYY-MM-DD');62;19;2;
4624905;2277;6398;TO_DATE('2013-05-26','YYYY-MM-DD');52;27;5;
3578874;4371;5943;TO_DATE('2013-09-19','YYYY-MM-DD');60;10;2;
535732;4371;5856;TO_DATE('2013-09-18','YYYY-MM-DD');60;10;7;
983008;4371;6027;TO_DATE('2013-09-26','YYYY-MM-DD');62;9;6;
4354372;137;5011;TO_DATE('2014-04-07','YYYY-MM-DD');68;21;9;
9668546;137;6491;TO_DATE('2014-03-31','YYYY-MM-DD');68;21;3;
9088244;2438;5452;TO_DATE('2014-01-09','YYYY-MM-DD');8;27;2;
6886439;4345;5747;TO_DATE('2014-01-09','YYYY-MM-DD');8;27;7;
2366669;4345;4607;TO_DATE('2014-01-21','YYYY-MM-DD');8;27;7;
153958;1456;4988;TO_DATE('2013-08-21','YYYY-MM-DD');21;23;10;
3879877;1456;5085;TO_DATE('2013-08-13','YYYY-MM-DD');26;24;3;
7927061;1456;4968;TO_DATE('2013-08-19','YYYY-MM-DD');26;24;1;
139976;1456;6476;TO_DATE('2013-08-15','YYYY-MM-DD');26;24;7;
8142484;2182;5997;TO_DATE('2013-05-29','YYYY-MM-DD');61;26;5;
3476507;2182;6084;TO_DATE('2013-05-25','YYYY-MM-DD');54;24;3;
7915609;2440;4732;TO_DATE('2014-04-19','YYYY-MM-DD');30;8;2;
8778201;2440;5083;TO_DATE('2014-04-18','YYYY-MM-DD');30;8;10;
1842779;2440;5148;TO_DATE('2014-04-18','YYYY-MM-DD');11;8;9;
6167749;130;5487;TO_DATE('2013-08-12','YYYY-MM-DD');15;27;3;
3905835;923;5984;TO_DATE('2013-08-31','YYYY-MM-DD');23;17;2;
8759074;923;4748;TO_DATE('2013-09-07','YYYY-MM-DD');14;13;3;
6470282;923;6445;TO_DATE('2013-08-28','YYYY-MM-DD');38;22;7;
4570619;923;5673;TO_DATE('2013-09-03','YYYY-MM-DD');13;28;1;
814049;923;5358;TO_DATE('2013-09-01','YYYY-MM-DD');23;17;4;
4676602;923;4725;TO_DATE('2013-09-04','YYYY-MM-DD');23;17;8;
3139427;923;5314;TO_DATE('2013-08-30','YYYY-MM-DD');23;17;2;
4687876;4085;4931;TO_DATE('2013-05-27','YYYY-MM-DD');57;19;6;
1675131;2467;5663;TO_DATE('2014-03-26','YYYY-MM-DD');57;21;2;
1852309;2467;5832;TO_DATE('2014-04-05','YYYY-MM-DD');57;21;2;
6288500;2467;4734;TO_DATE('2014-03-26','YYYY-MM-DD');57;21;7;
7915016;2467;6256;TO_DATE('2014-03-24','YYYY-MM-DD');60;25;8;
1232450;2467;4584;TO_DATE('2014-04-04','YYYY-MM-DD');60;25;4;
8394648;2467;5880;TO_DATE('2014-04-01','YYYY-MM-DD');51;15;5;
5981820;2467;5027;TO_DATE('2014-03-27','YYYY-MM-DD');57;21;5;
6507447;2467;4674;TO_DATE('2014-03-29','YYYY-MM-DD');51;15;9;
473158;4098;6355;TO_DATE('2013-08-29','YYYY-MM-DD');33;25;3;
5941250;4098;5311;TO_DATE('2013-09-03','YYYY-MM-DD');7;14;4;
4298904;4098;5087;TO_DATE('2013-09-06','YYYY-MM-DD');34;18;2;
9661944;3493;5083;TO_DATE('2013-12-25','YYYY-MM-DD');68;9;5;
3354902;3493;5799;TO_DATE('2013-12-19','YYYY-MM-DD');68;9;4;
4505088;3493;5058;TO_DATE('2013-12-19','YYYY-MM-DD');71;10;4;
5143974;3493;5946;TO_DATE('2013-12-18','YYYY-MM-DD');68;9;3;
9587942;3493;5371;TO_DATE('2013-12-18','YYYY-MM-DD');70;1;10;
1364195;3493;4776;TO_DATE('2013-12-25','YYYY-MM-DD');72;5;9;
5051864;236;5330;TO_DATE('2013-10-19','YYYY-MM-DD');70;18;6;
3274769;3642;5826;TO_DATE('2013-10-30','YYYY-MM-DD');70;18;2;
4346996;3514;4847;TO_DATE('2014-03-19','YYYY-MM-DD');6;14;6;
3792024;3514;4879;TO_DATE('2014-03-25','YYYY-MM-DD');46;24;8;
5306338;1501;5007;TO_DATE('2013-08-24','YYYY-MM-DD');32;27;5;
3994369;1501;5845;TO_DATE('2013-08-17','YYYY-MM-DD');5;27;7;
7800150;1501;6222;TO_DATE('2013-08-27','YYYY-MM-DD');5;27;8;
1343487;44;4990;TO_DATE('2013-12-25','YYYY-MM-DD');60;26;8;
5009912;44;5551;TO_DATE('2013-12-20','YYYY-MM-DD');62;11;6;
7666925;3460;4540;TO_DATE('2013-06-23','YYYY-MM-DD');15;17;5;
7327291;3460;6032;TO_DATE('2013-07-02','YYYY-MM-DD');68;30;7;
1518208;3460;5746;TO_DATE('2013-06-24','YYYY-MM-DD');15;17;4;
7012712;3460;6462;TO_DATE('2013-06-20','YYYY-MM-DD');68;30;3;
3249000;3393;6243;TO_DATE('2013-10-28','YYYY-MM-DD');45;18;9;
7689722;3393;6044;TO_DATE('2013-10-27','YYYY-MM-DD');45;18;4;
7824510;3393;5256;TO_DATE('2013-10-31','YYYY-MM-DD');45;18;5;
2670523;3393;4799;TO_DATE('2013-10-31','YYYY-MM-DD');31;16;4;
3715302;945;6084;TO_DATE('2014-04-12','YYYY-MM-DD');63;23;2;
125142;945;5036;TO_DATE('2014-04-20','YYYY-MM-DD');63;23;8;
227178;3382;6435;TO_DATE('2014-04-12','YYYY-MM-DD');63;23;8;
2934320;2923;5416;TO_DATE('2013-12-24','YYYY-MM-DD');60;19;4;
2041791;2923;5757;TO_DATE('2013-12-22','YYYY-MM-DD');46;26;10;
8568627;2923;5264;TO_DATE('2013-12-14','YYYY-MM-DD');60;19;2;
8319541;2923;4860;TO_DATE('2013-12-19','YYYY-MM-DD');60;19;10;
4437885;2923;6368;TO_DATE('2013-12-18','YYYY-MM-DD');71;11;5;
645047;2923;4735;TO_DATE('2013-12-19','YYYY-MM-DD');46;26;8;
1477348;3591;5966;TO_DATE('2013-08-31','YYYY-MM-DD');8;17;2;
9973015;3591;4538;TO_DATE('2013-09-13','YYYY-MM-DD');8;17;3;
915565;3642;4948;TO_DATE('2013-09-06','YYYY-MM-DD');8;17;9;
4673619;3642;5514;TO_DATE('2013-09-11','YYYY-MM-DD');8;17;1;
923754;713;5156;TO_DATE('2014-03-05','YYYY-MM-DD');69;5;3;
1596158;1039;5519;TO_DATE('2014-03-31','YYYY-MM-DD');49;10;9;
8751872;1039;5723;TO_DATE('2014-03-28','YYYY-MM-DD');46;2;6;
4671210;601;4843;TO_DATE('2014-02-05','YYYY-MM-DD');10;15;9;
3013031;601;5821;TO_DATE('2014-02-04','YYYY-MM-DD');42;24;10;
7863088;601;5213;TO_DATE('2014-02-06','YYYY-MM-DD');10;15;6;
2503998;601;4548;TO_DATE('2014-02-07','YYYY-MM-DD');10;15;9;
9141541;601;4700;TO_DATE('2014-02-07','YYYY-MM-DD');42;24;9;
8127079;601;5945;TO_DATE('2014-02-10','YYYY-MM-DD');10;15;8;
9398512;601;6277;TO_DATE('2014-01-31','YYYY-MM-DD');42;24;9;
1648046;884;5843;TO_DATE('2014-04-11','YYYY-MM-DD');46;15;8;
6098226;1172;6000;TO_DATE('2014-01-24','YYYY-MM-DD');70;1;8;
1145318;872;6481;TO_DATE('2014-01-12','YYYY-MM-DD');70;1;5;
4886417;942;4897;TO_DATE('2013-06-24','YYYY-MM-DD');39;15;2;
2430912;316;5543;TO_DATE('2014-03-24','YYYY-MM-DD');31;2;6;
3962437;316;6328;TO_DATE('2014-03-21','YYYY-MM-DD');63;6;9;
7790776;316;6310;TO_DATE('2014-03-24','YYYY-MM-DD');6;3;2;
2891339;3418;4743;TO_DATE('2013-08-08','YYYY-MM-DD');49;30;5;
1168644;3418;5405;TO_DATE('2013-08-14','YYYY-MM-DD');4;20;7;
5498373;3418;5794;TO_DATE('2013-08-08','YYYY-MM-DD');4;20;10;
8611606;604;6069;TO_DATE('2013-05-25','YYYY-MM-DD');69;22;6;
9774806;604;4579;TO_DATE('2013-05-28','YYYY-MM-DD');47;24;8;
9026759;3730;4791;TO_DATE('2013-05-26','YYYY-MM-DD');72;2;9;
4990598;3730;5397;TO_DATE('2013-06-04','YYYY-MM-DD');68;7;3;
3715402;3730;5738;TO_DATE('2013-05-28','YYYY-MM-DD');72;2;1;
2757549;3017;4672;TO_DATE('2013-11-14','YYYY-MM-DD');51;30;6;
8919955;3017;5474;TO_DATE('2013-11-15','YYYY-MM-DD');51;30;7;
988965;3017;5802;TO_DATE('2013-11-08','YYYY-MM-DD');52;24;8;
7537156;3017;6374;TO_DATE('2013-11-12','YYYY-MM-DD');51;30;6;
7316922;1097;4903;TO_DATE('2013-09-10','YYYY-MM-DD');56;13;1;
6302896;4100;6335;TO_DATE('2013-08-02','YYYY-MM-DD');70;4;5;
741075;3591;5556;TO_DATE('2013-05-12','YYYY-MM-DD');1;25;5;
