COD_PEDIDO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD_SOLICITADA;CANTIDAD_ENTREGADA
180612;14;20;19;0;
180612;31;27;13;0;
180612;47;18;11;0;
989375;69;7;20;0;
901923;19;14;13;13;
901923;48;30;20;20;
901923;49;24;13;13;
6177917;69;2;9;0;
6177917;70;9;4;0;
6177917;71;10;2;0;
7199609;7;3;17;0;
3881233;56;22;19;19;
4902517;17;14;16;0;
3374463;6;12;20;8;
3374463;34;26;4;4;
3374463;44;23;19;3;
3374463;61;30;17;4;
3374463;71;19;4;1;
3580727;6;13;1;0;
3580727;47;19;10;0;
7731252;1;30;19;19;
7731252;33;29;10;10;
7731252;44;13;16;16;
7731252;47;12;1;1;
7731252;64;11;9;9;
1125259;68;1;13;5;
1125259;69;9;11;10;
1125259;70;8;19;17;
1125259;71;6;1;1;
1125259;72;4;6;3;
4206929;6;6;16;0;
4206929;7;6;12;0;
4206929;18;8;4;0;
4206929;30;4;19;0;
7042764;1;14;15;0;
7042764;21;19;7;0;
7042764;27;24;18;0;
7042764;40;26;8;0;
16980;30;26;4;4;
16980;48;21;11;11;
16980;51;18;19;19;
16980;66;15;20;20;
16980;67;13;7;7;
9238734;60;29;6;0;
9238734;61;18;20;0;
9238734;62;15;5;0;
7227644;22;28;2;2;
7227644;46;12;20;20;
8443068;55;25;10;0;
8443068;57;28;11;0;
8443068;58;21;17;0;
8443068;61;20;11;0;
3692855;51;20;14;0;
3692855;56;20;15;0;
3692855;57;16;10;0;
3692855;62;26;4;0;
3692855;66;26;1;0;
8493611;70;5;14;0;
3313065;61;27;2;0;
2276324;32;25;7;7;
9723962;3;11;19;0;
9723962;33;11;17;0;
4064183;5;29;12;0;
4064183;6;11;12;0;
4064183;34;12;7;0;
4064183;50;24;1;0;
4064183;57;28;1;0;
1090516;6;1;3;0;
1090516;11;6;18;0;
1090516;16;6;3;0;
1090516;53;9;5;0;
1090516;72;1;3;0;
5680094;70;10;4;4;
2765783;3;20;9;0;
2765783;12;17;11;0;
2765783;23;16;4;0;
3831533;38;28;4;2;
7834194;68;6;15;15;
7834194;71;7;9;9;
9107232;21;8;14;0;
9107232;30;3;9;0;
9107232;48;5;17;0;
9107232;53;2;10;0;
5421411;70;1;6;0;
1724952;18;24;17;0;
1724952;30;11;9;0;
1724952;35;30;15;0;
1477631;19;18;8;0;
1477631;29;14;18;0;
1477631;57;15;10;0;
1477631;58;19;17;0;
5658069;36;11;6;6;
5658069;43;15;6;6;
5658069;44;23;3;3;
2445493;32;19;17;0;
2445493;56;16;4;0;
2445493;61;26;12;0;
2445493;66;21;15;0;
7544471;59;26;19;19;
7544471;60;28;4;4;
7114354;52;20;17;0;
7114354;64;28;6;0;
7114354;65;23;8;0;
5457063;30;4;11;11;
6012;67;8;17;0;
6012;69;2;2;0;
6012;71;6;7;0;
6092364;13;12;4;3;
6092364;50;17;8;6;
6092364;56;15;12;4;
6092364;69;28;13;7;
7250061;67;8;8;8;
7250061;70;10;11;11;
7250061;71;9;13;13;
491402;17;23;4;0;
491402;20;12;10;0;
491402;66;26;10;0;
7452428;34;10;2;0;
4576389;68;2;19;0;
4576389;69;7;14;0;
4576389;70;2;15;0;
4576389;72;10;4;0;
7872601;42;13;1;0;
7872601;48;18;5;0;
1154357;53;17;19;2;
1154357;64;22;4;3;
1241446;9;16;13;10;
1241446;14;22;9;9;
1241446;32;20;16;13;
1241446;34;29;5;1;
3069306;9;1;16;16;
3069306;11;5;14;14;
3069306;32;6;17;17;
3069306;42;5;18;18;
3069306;67;9;8;8;
8922160;8;11;18;0;
8922160;60;29;1;0;
8922160;65;26;9;0;
7734694;67;1;14;0;
7734694;68;6;9;0;
7734694;70;4;6;0;
7734694;71;10;15;0;
3862465;21;16;9;0;
3862465;32;11;13;0;
3862465;51;28;5;0;
3862465;53;19;20;0;
4554143;20;6;5;0;
5394777;1;22;9;0;
5394777;7;16;4;0;
5394777;23;15;10;0;
8240899;10;18;13;12;
8240899;48;27;5;5;
3939801;67;4;14;14;
3939801;68;3;17;17;
3939801;70;7;8;8;
8602793;67;10;2;0;
8602793;68;1;1;0;
8602793;71;10;9;0;
8602793;72;6;3;0;
1004637;69;5;10;0;
3761110;9;19;15;15;
3761110;24;12;13;13;
7182553;8;9;11;0;
7182553;21;10;2;0;
7182553;72;1;9;0;
8801831;2;3;12;10;
8801831;42;5;11;4;
8801831;53;2;11;6;
8801831;63;9;6;1;
4625186;27;22;18;18;
8559070;9;5;20;20;
8559070;19;2;1;1;
3656849;48;18;12;12;
2963280;36;15;17;17;
2213191;2;16;2;2;
2213191;39;28;16;16;
2213191;41;23;20;20;
2213191;48;23;10;10;
2213191;52;15;10;10;
4379817;6;21;16;0;
5212201;14;9;20;0;
5212201;24;5;8;0;
5212201;28;7;12;0;
5212201;60;2;4;0;
5947489;11;9;7;0;
5947489;20;10;10;0;
5947489;64;1;8;0;
9820212;3;22;9;9;
9820212;11;25;4;4;
4279542;20;21;20;0;
4279542;60;23;1;0;
4279542;71;30;10;0;
3376006;2;20;1;1;
3376006;6;22;2;2;
3376006;24;14;15;15;
3376006;25;22;15;15;
3376006;59;25;11;11;
5070403;69;2;10;2;
5070403;70;9;6;4;
5070403;72;4;10;8;
8830662;2;13;12;12;
8830662;48;11;11;11;
6540270;9;2;4;4;
6540270;11;2;13;13;
6540270;25;8;3;3;
6540270;68;9;11;11;
9641362;67;10;18;0;
9641362;68;7;10;0;
9641362;70;5;11;0;
9641362;71;8;10;0;
630892;72;9;16;16;
959097;55;16;8;0;
959097;57;22;4;0;
9832694;36;12;8;0;
1216089;22;24;3;3;
1216089;27;18;14;14;
1216089;39;14;2;2;
1216089;40;23;9;9;
7354117;68;1;4;0;
7354117;71;10;18;0;
8606513;13;4;17;0;
2262209;67;6;15;0;
2262209;70;3;13;0;
2262209;71;3;1;0;
2262209;72;8;20;0;
9019697;63;29;17;0;
3360543;29;28;15;0;
3360543;32;25;13;0;
3360543;48;21;6;0;
1398880;68;9;20;0;
1398880;70;2;3;0;
8272552;71;1;1;0;
9347350;3;9;18;18;
9347350;40;8;7;7;
9347350;67;8;17;17;
6182528;67;10;19;13;
6182528;69;1;18;17;
6182528;70;7;8;3;
6182528;71;5;2;1;
6182528;72;9;12;5;
6064589;52;21;19;19;
6064589;56;15;17;17;
6064589;62;24;13;13;
6064589;63;16;16;16;
3339235;12;23;16;16;
3339235;38;22;4;4;
2725122;1;30;19;0;
2725122;11;20;7;0;
2725122;60;18;10;0;
2725122;71;22;4;0;
996842;9;20;3;0;
996842;23;22;11;0;
996842;47;12;13;0;
5045220;46;1;13;13;
9397687;67;4;19;0;
9397687;68;2;11;0;
9397687;70;10;15;0;
9397687;71;1;4;0;
7868970;4;13;13;0;
7868970;6;25;5;0;
7868970;12;30;10;0;
7868970;19;15;9;0;
7868970;34;28;2;0;
6661426;25;28;5;0;
6661426;34;14;14;0;
8937422;68;2;1;0;
8937422;71;5;13;0;
8937422;72;4;19;0;
8451927;14;26;12;12;
8451927;15;26;1;1;
8451927;42;18;1;1;
8451927;70;29;11;11;
2545892;7;4;14;13;
2545892;48;10;6;5;
7194988;53;16;19;15;
7194988;59;16;10;8;
115243;18;9;4;0;
7671597;3;24;13;5;
7671597;19;27;11;7;
2923193;59;12;11;11;
2923193;60;19;10;10;
2923193;61;24;5;5;
597412;11;8;10;10;
597412;13;1;15;15;
597412;45;7;10;10;
5614488;7;13;5;5;
5614488;54;28;12;12;
5614488;55;23;15;15;
5614488;63;29;14;14;
9977059;16;19;11;0;
9977059;21;11;11;0;
9977059;34;13;18;0;
9977059;35;18;16;0;
8667908;24;25;8;0;
8667908;35;13;11;0;
8667908;39;15;6;0;
8667908;51;30;19;0;
7020350;28;29;7;3;
7020350;29;16;20;16;
4752036;38;22;4;0;
4763139;13;26;11;0;
4763139;19;14;1;0;
4763139;34;29;18;0;
4763139;40;27;17;0;
4763139;58;28;20;0;
5171265;5;7;20;0;
5171265;13;6;10;0;
5171265;19;1;8;0;
5171265;26;3;2;0;
5171265;67;4;11;0;
4883062;67;3;7;0;
4883062;69;2;2;0;
8976790;69;4;4;0;
8976790;72;10;13;0;
9379262;38;26;8;0;
9379262;46;24;20;0;
4142169;16;11;14;0;
4142169;34;19;8;0;
4142169;42;18;4;0;
4142169;62;30;2;0;
5270266;71;6;3;3;
3082342;52;27;5;0;
3082342;59;20;15;0;
7111974;14;25;3;2;
7111974;23;19;7;5;
7111974;24;17;20;10;
7111974;29;28;18;8;
7111974;66;23;13;8;
8622867;6;9;15;0;
8622867;25;1;3;0;
4169274;17;18;12;0;
4169274;19;21;18;0;
4169274;41;27;19;0;
4169274;64;23;7;0;
4169274;72;24;20;0;
1218981;69;1;6;0;
4504099;45;9;2;0;
4504099;46;8;9;0;
2731771;4;16;3;0;
2731771;28;16;20;0;
2731771;32;27;17;0;
2731771;33;13;8;0;
2731771;49;30;15;0;
7359950;69;6;5;0;
7092267;68;5;10;0;
2277260;7;20;7;7;
2277260;36;24;11;11;
2277260;37;11;7;7;
2277260;44;24;19;19;
2277260;70;15;10;10;
1510620;37;21;8;0;
1510620;52;13;3;0;
1510620;56;22;11;0;
9927219;4;8;9;0;
9927219;12;10;7;0;
9927219;15;8;9;0;
9927219;17;3;18;0;
9927219;18;9;5;0;
4400586;8;16;14;0;
4400586;16;16;13;0;
4400586;30;25;4;0;
4400586;33;22;20;0;
4400586;36;17;7;0;
1377590;54;25;12;12;
1377590;57;27;7;7;
1377590;59;11;8;8;
1377590;62;24;20;20;
6514094;15;12;7;0;
6514094;26;16;5;0;
6514094;32;15;5;0;
6514094;38;26;9;0;
6514094;41;29;9;0;
8833939;12;27;1;0;
7841532;4;29;7;0;
7841532;6;22;13;0;
7841532;23;23;15;0;
7841532;34;15;18;0;
7841532;39;21;4;0;
6348917;62;27;14;0;
6348917;64;16;8;0;
2437462;19;6;4;0;
2437462;35;8;8;0;
2437462;69;1;19;0;
7227566;51;23;17;0;
7227566;56;25;1;0;
1060716;53;10;19;0;
3969857;5;18;10;0;
3969857;9;14;6;0;
3969857;15;27;9;0;
3969857;26;28;4;0;
3969857;44;22;16;0;
3988559;7;23;11;11;
3988559;11;28;6;3;
3988559;20;24;16;1;
3988559;24;29;1;1;
3988559;48;28;4;3;
9088597;52;24;10;0;
9088597;56;15;3;0;
9088597;60;15;19;0;
5350658;9;20;13;0;
5350658;30;28;8;0;
5350658;31;29;16;0;
5350658;45;24;8;0;
5350658;50;17;11;0;
4746749;51;29;16;0;
5924179;68;4;18;0;
5924179;70;1;20;0;
1226356;59;11;5;0;
3534560;2;30;1;1;
3534560;55;24;20;20;
3534560;58;24;16;16;
3534560;71;11;4;4;
6514062;30;17;2;1;
6514062;44;21;19;12;
6514062;70;16;9;5;
4386669;68;2;12;12;
5019742;56;26;15;4;
5019742;59;15;11;3;
5019742;63;20;1;1;
830210;17;14;2;0;
830210;62;23;13;0;
8329292;7;15;12;0;
8329292;65;16;1;0;
1602786;19;15;17;16;
1602786;58;18;1;1;
4888580;34;20;14;13;
4888580;35;17;3;3;
4833606;69;3;11;0;
4833606;70;3;6;0;
4833606;71;5;7;0;
4398589;54;13;7;0;
4398589;62;16;3;0;
9639814;70;16;16;0;
6530686;59;11;1;1;
5235408;70;8;19;0;
9554323;17;10;20;0;
9554323;40;2;2;0;
8835798;6;4;2;0;
8835798;27;4;14;0;
8835798;58;7;8;0;
742981;8;5;9;0;
742981;23;5;18;0;
742981;37;3;8;0;
742981;56;7;8;0;
8153279;9;19;5;5;
8153279;24;28;15;15;
8153279;34;11;3;3;
5722177;42;17;9;0;
5722177;45;22;15;0;
5722177;51;24;18;0;
5722177;70;20;6;0;
8069509;7;6;19;19;
8069509;9;9;7;7;
8069509;49;3;3;3;
8069509;60;3;3;3;
7270223;5;25;10;0;
7270223;15;21;17;0;
7270223;29;18;17;0;
7270223;53;17;2;0;
7270223;60;24;11;0;
8323062;67;4;2;2;
8323062;68;8;17;17;
8323062;72;7;13;13;
664604;5;15;11;11;
664604;16;23;5;5;
664604;46;18;16;16;
664604;57;13;11;11;
664604;66;22;4;4;
1611430;55;12;16;0;
1611430;57;21;17;0;
1611430;59;11;12;0;
8237419;68;8;7;7;
8237419;72;1;18;18;
8739142;69;2;15;0;
8739142;70;4;15;0;
5928683;59;30;20;19;
4529015;31;14;11;11;
4529015;35;21;6;6;
4529015;62;27;10;10;
9155697;19;18;12;9;
9155697;30;26;1;1;
9155697;33;20;20;14;
4205149;68;7;13;13;
4205149;69;5;14;14;
4205149;70;8;2;2;
4205149;71;3;17;17;
4074929;4;22;20;20;
4074929;10;30;3;3;
4074929;19;11;17;17;
7223533;67;8;15;0;
7223533;72;9;1;0;
6802143;54;25;13;3;
6802143;57;18;10;2;
6802143;58;21;8;6;
6802143;66;28;9;4;
7642421;44;7;14;14;
7642421;51;6;7;7;
7642421;66;6;16;16;
8605090;22;12;6;0;
8605090;59;17;8;0;
8605090;68;14;7;0;
8605090;69;17;10;0;
5301995;67;8;6;6;
5301995;69;4;14;4;
5301995;72;9;1;1;
8140657;27;24;16;10;
4600555;67;8;18;0;
4600555;71;7;5;0;
4600555;72;6;3;0;
9159822;13;28;2;0;
9159822;72;30;4;0;
9280688;35;12;15;15;
9280688;36;12;17;17;
4519;3;23;12;0;
4519;30;12;2;0;
4519;41;14;1;0;
7560524;16;12;8;8;
7560524;26;19;20;20;
6043928;67;1;20;0;
6043928;72;6;19;0;
4908199;69;10;6;6;
2902557;5;5;20;0;
2902557;48;1;17;0;
3920809;30;20;6;6;
3832407;67;2;12;3;
3832407;68;6;19;6;
3832407;70;4;13;1;
9701591;28;19;19;19;
9701591;32;21;14;14;
4612217;9;21;14;0;
7925777;38;29;8;0;
9059635;40;20;3;3;
9059635;43;20;2;2;
9059635;48;25;4;4;
9059635;65;13;13;13;
9059635;69;13;12;12;
2276493;50;2;7;0;
2276493;68;6;1;0;
3069624;28;18;14;0;
3069624;34;13;14;0;
5288205;8;22;20;20;
5288205;36;23;13;13;
5288205;43;24;18;18;
5288205;55;13;19;19;
5288205;60;22;15;15;
1813660;72;2;6;0;
6977684;56;19;9;0;
6977684;59;15;20;0;
9999426;52;23;12;0;
9999426;55;23;20;0;
3905491;15;8;4;4;
3905491;23;6;5;5;
3905491;24;9;12;12;
3905491;54;8;3;3;
3905491;57;6;1;1;
2060233;42;30;20;20;
2060233;52;24;6;6;
2519617;24;1;3;1;
2519617;32;10;11;7;
7002974;8;15;4;4;
7002974;26;28;7;3;
7002974;57;14;2;1;
7361030;17;15;15;0;
7361030;68;26;11;0;
177223;66;27;3;3;
9420501;58;25;5;0;
8768420;18;4;2;2;
8768420;45;7;9;9;
4408632;5;26;7;0;
4408632;9;11;14;0;
8725206;24;4;15;15;
8725206;39;7;7;7;
8725206;47;9;13;13;
8725206;51;7;1;1;
8725206;68;8;5;5;
2609352;10;17;2;0;
2609352;37;22;12;0;
2609352;62;12;14;0;
2609352;63;24;2;0;
5015964;38;12;17;0;
8536069;51;24;11;0;
8536069;56;26;12;0;
8536069;61;17;3;0;
8536069;63;11;10;0;
2844839;12;5;11;0;
2844839;25;1;19;0;
2844839;48;10;9;0;
2844839;64;1;14;0;
379759;2;21;2;0;
379759;52;17;3;0;
379759;70;18;11;0;
1991471;12;12;5;0;
1991471;36;26;10;0;
1991471;50;23;6;0;
1991471;66;18;6;0;
1991471;68;14;3;0;
3395939;68;1;17;0;
3395939;71;9;16;0;
6212669;33;23;18;0;
5335588;22;29;11;11;
5335588;40;13;7;7;
461055;31;12;19;0;
461055;46;14;20;0;
7902282;68;2;8;0;
7902282;69;2;5;0;
7902282;72;8;2;0;
7596900;4;13;7;0;
6262154;3;7;10;10;
6262154;59;1;2;2;
3919809;1;19;11;0;
3919809;37;29;5;0;
8347956;11;22;16;3;
8347956;17;14;13;12;
8347956;29;21;7;1;
8347956;39;16;9;4;
8347956;40;12;13;9;
3717130;28;4;15;7;
3717130;65;10;10;4;
5796977;13;14;11;11;
716999;55;11;15;15;
716999;58;30;6;6;
716999;63;17;1;1;
8948205;36;30;5;0;
8948205;39;21;2;0;
8948205;59;26;16;0;
8948205;64;20;15;0;
498554;9;4;15;0;
498554;22;2;14;0;
498554;53;9;9;0;
4813274;69;9;5;0;
4813274;71;6;5;0;
4813274;72;4;5;0;
7322159;13;30;9;9;
7322159;35;17;18;18;
7322159;41;17;5;5;
7322159;45;27;9;9;
6640677;67;18;10;10;
6782862;52;28;7;0;
6835287;2;23;9;0;
6835287;13;30;18;0;
6835287;27;21;15;0;
6835287;36;14;4;0;
6835287;45;19;17;0;
3792024;14;25;4;0;
3792024;29;23;9;0;
3792024;51;23;20;0;
3792024;67;30;4;0;
2732469;67;4;8;0;
2732469;72;3;14;0;
541398;8;29;5;0;
541398;28;30;12;0;
541398;37;26;9;0;
541398;64;21;1;0;
8411370;8;24;16;0;
8411370;21;14;10;0;
8411370;28;28;7;0;
8411370;37;27;3;0;
8411370;51;28;9;0;
7195065;30;1;6;6;
7195065;71;2;13;13;
1516592;34;1;2;2;
1516592;56;2;8;8;
1516592;67;2;17;17;
4753288;51;24;7;0;
4753288;60;12;9;0;
4753288;61;29;10;0;
4753288;65;12;3;0;
4753288;66;28;2;0;
1464376;52;15;11;0;
6796071;1;16;17;0;
6796071;41;28;19;0;
6796071;42;30;18;0;
6796071;55;30;2;0;
4194229;7;12;6;0;
7884481;4;18;13;0;
7884481;27;11;7;0;
7884481;37;24;17;0;
2946467;10;20;18;16;
2946467;22;30;3;2;
2946467;48;11;10;10;
9901658;13;26;13;10;
9901658;19;12;7;2;
9901658;44;12;4;4;
9225984;3;24;1;1;
9225984;6;14;6;6;
9225984;16;28;5;5;
9225984;71;28;5;5;
7829028;7;22;12;0;
7829028;50;20;13;0;
8642138;4;26;16;0;
8642138;39;29;1;0;
8835175;20;17;9;9;
8835175;34;18;19;19;
8835175;35;16;14;14;
8835175;37;16;4;4;
8835175;51;20;17;17;
4761171;25;8;16;16;
9608793;22;20;10;10;
9608793;38;14;8;8;
9608793;67;30;10;10;
8079259;11;9;11;4;
8079259;38;4;18;8;
8079259;71;7;12;7;
8171392;4;11;6;0;
8171392;23;14;9;0;
8171392;24;22;6;0;
3032285;58;11;3;3;
3032285;62;26;9;9;
4932219;60;21;10;10;
2656513;57;22;2;0;
2656513;62;30;5;0;
3638830;2;15;2;0;
3638830;17;23;19;0;
3638830;52;18;15;0;
3638830;56;17;11;0;
3638830;63;25;3;0;
1933669;2;19;8;0;
1933669;8;28;17;0;
1933669;30;20;3;0;
1933669;59;17;10;0;
1933669;62;17;10;0;
1268989;7;17;9;0;
1006183;55;20;11;11;
3703754;16;11;16;16;
3703754;39;14;8;8;
3703754;40;23;5;5;
3703754;45;24;17;17;
2039435;4;26;18;18;
5144233;53;26;3;0;
6101764;68;5;2;0;
6101764;71;3;7;0;
177790;58;11;5;0;
177790;64;13;2;0;
177790;66;29;3;0;
4455324;2;16;5;0;
4455324;44;19;7;0;
4455324;49;18;17;0;
4455324;50;29;11;0;
4440176;51;19;3;0;
4440176;58;27;15;0;
4440176;60;15;10;0;
9491121;9;9;3;0;
9491121;38;6;11;0;
9491121;45;7;10;0;
9491121;49;10;4;0;
9491121;51;9;11;0;
8660388;17;29;16;6;
8660388;48;14;15;3;
3505410;50;17;13;0;
4531240;52;23;1;0;
4531240;53;11;16;0;
4531240;55;15;5;0;
4531240;63;15;20;0;
4531240;66;16;3;0;
3249471;15;9;11;3;
3249471;50;1;18;10;
6755702;67;1;5;5;
6755702;70;6;11;11;
3529454;68;5;15;0;
3529454;69;2;18;0;
3529454;70;7;1;0;
3529454;72;4;11;0;
3840922;20;19;16;16;
3840922;44;20;20;20;
3840922;58;27;18;18;
3840922;72;30;17;17;
5867981;17;18;6;6;
5867981;27;18;5;5;
1657819;37;24;6;6;
3235579;68;7;15;15;
3235579;71;8;14;14;
6473269;67;9;18;0;
6473269;68;7;11;0;
6473269;72;3;5;0;
6032444;16;30;5;2;
6032444;52;20;15;2;
6032444;69;16;17;7;
3341053;68;9;5;5;
3341053;71;6;14;8;
7307267;16;17;15;0;
7307267;37;27;7;0;
7307267;48;17;14;0;
7307267;50;30;11;0;
4171498;16;26;2;0;
4171498;32;23;2;0;
4171498;40;30;4;0;
4171498;51;12;6;0;
4171498;66;14;7;0;
7190002;59;14;4;4;
5563006;9;10;3;0;
5563006;16;8;5;0;
8668148;15;24;2;2;
8668148;32;12;19;19;
8668148;40;22;1;1;
8668148;60;20;7;7;
9263353;53;13;14;0;
9263353;56;18;18;0;
9263353;60;22;12;0;
9263353;62;12;16;0;
2997909;1;17;15;15;
2997909;22;11;19;17;
2997909;29;19;13;8;
2997909;38;16;13;7;
2997909;48;12;13;12;
4404667;48;9;2;0;
9548817;17;18;8;0;
9548817;18;13;8;0;
9548817;25;30;15;0;
9548817;62;20;19;0;
6463535;14;25;6;0;
6463535;34;20;13;0;
6463535;63;19;18;0;
9274147;29;15;2;0;
9274147;43;16;3;0;
9274147;46;13;10;0;
9274147;53;21;6;0;
7549066;40;30;13;0;
7549066;43;11;13;0;
7549066;68;17;8;0;
4204120;70;8;19;0;
4204120;71;10;17;0;
3645318;58;30;7;0;
3645318;63;14;11;0;
7593070;7;28;5;0;
7593070;14;11;12;0;
7593070;25;27;3;0;
7593070;30;27;20;0;
6667332;29;29;16;16;
2843101;67;2;4;0;
2843101;69;7;15;0;
2843101;70;7;11;0;
2843101;71;8;19;0;
9458114;9;2;4;0;
9458114;15;3;1;0;
9458114;20;1;6;0;
9458114;29;2;6;0;
9458114;67;4;15;0;
1250269;18;25;4;0;
1250269;43;21;1;0;
1250269;62;25;13;0;
1250269;64;12;16;0;
1957347;55;12;14;0;
1957347;56;16;9;0;
1957347;58;29;17;0;
1957347;59;15;6;0;
8508921;1;20;10;10;
8508921;17;26;10;10;
8508921;22;12;5;5;
8508921;27;16;3;3;
8508921;36;15;4;4;
2254804;70;8;4;4;
2254804;71;9;10;10;
6780950;68;1;4;0;
6780950;71;7;17;0;
3827283;67;5;10;6;
3827283;69;8;9;3;
3827283;72;3;6;6;
5592829;67;9;3;0;
5592829;68;7;8;0;
5592829;69;7;17;0;
6600031;14;26;20;12;
6600031;37;12;5;4;
8379031;53;22;13;13;
8379031;54;24;16;16;
8379031;57;27;17;17;
8379031;60;26;7;7;
8379031;64;25;15;15;
5954942;21;28;11;0;
5954942;26;18;11;0;
5954942;36;20;11;0;
1661133;68;1;12;12;
1661133;69;9;15;15;
1661133;72;6;6;6;
2843860;55;19;12;0;
2843860;60;19;4;0;
2843860;62;19;1;0;
2843860;66;25;10;0;
4391832;6;25;13;13;
4391832;38;20;10;10;
4391832;70;21;9;9;
5307796;13;13;18;0;
5307796;59;16;7;0;
5307796;62;23;9;0;
5307796;65;13;15;0;
6002614;9;14;16;0;
6002614;12;21;20;0;
6002614;28;30;4;0;
6002614;45;16;2;0;
6002614;52;23;6;0;
8604180;43;12;1;1;
4464918;8;2;2;0;
4464918;10;10;1;0;
4464918;15;8;11;0;
4464918;34;9;20;0;
4464918;51;3;19;0;
7263055;38;23;10;0;
2304592;61;24;2;2;
8285024;11;11;9;9;
8285024;22;24;11;11;
8285024;27;24;13;13;
6947839;62;15;12;0;
2866818;53;23;2;2;
2866818;54;28;20;20;
2866818;62;19;7;7;
4503902;67;3;8;0;
4503902;69;6;15;0;
4503902;70;5;19;0;
3265753;16;9;2;2;
3265753;27;4;16;16;
3265753;35;3;3;3;
3265753;44;6;20;20;
3265753;67;10;15;15;
2023583;52;27;15;0;
2023583;59;17;16;0;
2023583;66;25;15;0;
6120232;16;9;3;0;
6120232;40;5;20;0;
6120232;60;10;5;0;
6120232;62;9;16;0;
2239378;28;25;8;0;
8583872;55;16;5;0;
8583872;64;14;5;0;
8583872;65;21;18;0;
3294285;53;11;6;0;
3294285;56;28;18;0;
3294285;57;30;1;0;
2522289;72;5;6;0;
9204624;7;16;8;6;
9204624;13;14;2;2;
9204624;23;14;2;2;
9204624;58;28;4;2;
1692041;42;9;11;0;
1692041;64;7;5;0;
1692041;72;4;11;0;
9059271;68;21;10;0;
9901784;51;11;4;4;
9901784;52;18;8;8;
9901784;57;24;4;4;
9901784;59;14;11;11;
9901784;63;15;6;6;
662999;4;9;8;8;
662999;40;9;8;8;
662999;47;1;15;15;
662999;51;5;5;5;
662999;60;4;5;5;
8520384;67;2;20;0;
8520384;70;6;15;0;
8520384;72;4;4;0;
6302957;1;2;8;3;
6302957;31;9;5;5;
6302957;35;1;4;4;
6302957;43;5;8;5;
9874506;15;20;16;16;
9874506;33;14;7;7;
9874506;67;28;1;1;
6455572;63;12;5;0;
5464788;15;1;20;0;
5464788;49;9;12;0;
5464788;60;7;4;0;
5608952;72;2;7;0;
7247293;37;22;7;7;
7247293;43;21;2;2;
7247293;72;21;8;8;
2428957;31;11;18;0;
2428957;44;21;2;0;
2428957;72;16;19;0;
3645729;47;3;2;0;
5786294;51;13;4;4;
265039;49;17;5;0;
5410858;54;25;15;15;
5410858;55;25;20;20;
5410858;58;19;5;5;
5410858;60;26;12;12;
5410858;62;25;17;17;
7137493;69;11;12;0;
5688316;8;27;18;0;
6163073;68;3;7;7;
6163073;69;3;2;2;
6163073;70;3;16;16;
6163073;71;7;13;13;
9845339;14;27;11;11;
9845339;17;22;11;11;
9845339;33;29;9;9;
9143073;61;7;12;0;
543738;54;25;11;5;
543738;60;18;16;3;
543738;62;16;17;5;
8180458;12;24;1;1;
8180458;26;14;18;18;
8180458;46;20;10;10;
6534455;55;16;12;12;
5211512;43;13;18;0;
9457203;4;16;15;0;
9457203;35;18;10;0;
9902770;70;9;1;0;
9902770;72;10;7;0;
1245607;67;12;10;10;
7181911;11;18;17;0;
7181911;12;19;5;0;
7181911;41;11;4;0;
7181911;46;19;10;0;
7181911;64;29;18;0;
2186597;1;28;8;8;
2186597;4;24;13;13;
2186597;7;29;16;16;
2186597;39;19;17;17;
2186597;49;15;7;7;
6157641;31;30;12;0;
6157641;32;22;1;0;
6157641;44;14;14;0;
6157641;48;30;15;0;
6157641;49;13;19;0;
6792376;13;1;3;3;
6792376;16;8;19;19;
6792376;72;3;10;10;
662838;1;25;5;0;
662838;26;18;8;0;
1063861;45;23;8;0;
356189;17;4;17;0;
356189;29;3;17;0;
356189;41;10;3;0;
356189;46;3;17;0;
356189;63;5;1;0;
7918036;4;30;4;0;
7918036;8;11;6;0;
7918036;16;14;2;0;
7918036;30;19;15;0;
6833712;21;23;19;0;
6833712;26;24;13;0;
934611;9;7;2;2;
934611;30;3;7;7;
934611;58;2;15;15;
934611;61;2;14;14;
934611;66;7;8;8;
521503;4;24;9;0;
521503;9;14;15;0;
521503;26;18;10;0;
521503;36;16;3;0;
1728183;54;24;13;0;
1728183;61;26;11;0;
6838402;68;9;14;0;
6838402;69;5;7;0;
6838402;72;2;12;0;
1024061;11;22;3;0;
1024061;16;30;17;0;
7203446;1;3;6;0;
5086693;67;6;10;0;
5086693;68;8;7;0;
5086693;69;10;1;0;
1588382;8;1;4;0;
1588382;21;9;11;0;
1588382;35;4;13;0;
1588382;39;9;20;0;
1588382;68;6;4;0;
2523128;15;15;9;0;
2523128;31;27;11;0;
2523128;32;24;8;0;
2523128;44;13;11;0;
3504379;49;23;4;4;
3504379;65;12;14;14;
289068;1;10;5;5;
289068;34;4;10;6;
289068;50;6;2;1;
3423814;72;4;11;0;
8118334;67;7;10;10;
8118334;71;6;5;3;
8118334;72;5;2;2;
4923241;28;2;18;0;
7363027;11;8;11;0;
7363027;30;8;9;0;
7170658;11;13;10;0;
777883;1;21;2;0;
777883;29;29;11;0;
777883;32;11;20;0;
777883;45;30;5;0;
990031;64;11;20;0;
4520029;4;12;13;0;
4520029;15;27;6;0;
7000627;9;8;2;1;
