NUMERO;COD_LOCAL;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD;FECHA;PRECIO;
722528;5176;57;29;12;TO_DATE('2013-10-04','YYYY-MM-DD');199088;
8224022;5703;67;8;6;TO_DATE('2013-09-10','YYYY-MM-DD');220322;
9598740;5682;72;6;10;TO_DATE('2013-04-22','YYYY-MM-DD');293138;
2170445;6099;64;15;18;TO_DATE('2014-01-03','YYYY-MM-DD');263001;
1370493;5416;32;27;19;TO_DATE('2013-07-18','YYYY-MM-DD');238799;
6527460;6031;39;28;7;TO_DATE('2013-09-17','YYYY-MM-DD');113908;
5158716;6003;69;6;19;TO_DATE('2014-03-29','YYYY-MM-DD');259770;
2349898;5378;7;25;10;TO_DATE('2013-06-25','YYYY-MM-DD');257723;
6479933;6106;59;16;20;TO_DATE('2014-01-25','YYYY-MM-DD');58035;
3394178;5397;70;9;20;TO_DATE('2013-11-09','YYYY-MM-DD');149578;
9695539;6289;71;1;9;TO_DATE('2013-07-27','YYYY-MM-DD');79316;
1595544;5736;72;6;12;TO_DATE('2013-08-26','YYYY-MM-DD');296037;
7649296;6210;4;26;8;TO_DATE('2013-04-27','YYYY-MM-DD');180783;
2010445;4927;61;22;12;TO_DATE('2014-03-24','YYYY-MM-DD');227850;
2619676;6217;62;28;20;TO_DATE('2013-09-02','YYYY-MM-DD');217816;
2366847;4827;22;17;11;TO_DATE('2013-05-17','YYYY-MM-DD');145493;
1777999;4859;19;23;18;TO_DATE('2013-11-01','YYYY-MM-DD');100250;
6397338;5342;34;28;3;TO_DATE('2013-09-23','YYYY-MM-DD');178894;
4891815;6181;16;22;19;TO_DATE('2013-12-27','YYYY-MM-DD');89132;
4549260;4952;4;11;16;TO_DATE('2013-11-16','YYYY-MM-DD');166817;
3787125;5710;16;12;3;TO_DATE('2014-03-06','YYYY-MM-DD');283928;
5053210;4879;6;19;10;TO_DATE('2014-03-18','YYYY-MM-DD');276661;
18517;4632;10;30;2;TO_DATE('2014-03-26','YYYY-MM-DD');69220;
5331323;4806;68;3;2;TO_DATE('2014-01-08','YYYY-MM-DD');123227;
1680276;5154;41;20;14;TO_DATE('2014-02-09','YYYY-MM-DD');110303;
5371785;5279;65;11;8;TO_DATE('2014-03-18','YYYY-MM-DD');30414;
6775131;4971;7;12;18;TO_DATE('2013-07-10','YYYY-MM-DD');179827;
1760634;5858;22;23;14;TO_DATE('2013-05-03','YYYY-MM-DD');168711;
5493137;5881;5;20;8;TO_DATE('2013-11-14','YYYY-MM-DD');121663;
7803776;5042;7;27;6;TO_DATE('2014-04-10','YYYY-MM-DD');158084;
2623840;6190;66;11;7;TO_DATE('2014-02-23','YYYY-MM-DD');83643;
2301335;5487;13;13;3;TO_DATE('2013-12-06','YYYY-MM-DD');220994;
6067061;6477;61;20;8;TO_DATE('2014-01-12','YYYY-MM-DD');154731;
858683;5168;72;7;20;TO_DATE('2014-03-21','YYYY-MM-DD');69571;
8923509;4745;52;20;12;TO_DATE('2013-12-17','YYYY-MM-DD');228780;
3780274;6042;72;3;18;TO_DATE('2014-03-06','YYYY-MM-DD');10970;
2549995;5837;71;3;7;TO_DATE('2014-03-21','YYYY-MM-DD');258662;
5720999;5265;34;13;5;TO_DATE('2014-04-08','YYYY-MM-DD');298118;
6641024;5266;20;27;9;TO_DATE('2013-05-27','YYYY-MM-DD');60995;
2173288;4750;35;20;6;TO_DATE('2013-08-22','YYYY-MM-DD');99280;
9915067;6234;49;26;20;TO_DATE('2013-09-29','YYYY-MM-DD');207184;
1835723;6050;67;9;2;TO_DATE('2014-02-27','YYYY-MM-DD');46653;
1467395;5737;54;15;4;TO_DATE('2013-11-01','YYYY-MM-DD');75307;
8780167;4516;54;22;20;TO_DATE('2013-10-15','YYYY-MM-DD');223195;
2496743;6048;63;21;4;TO_DATE('2013-09-21','YYYY-MM-DD');30512;
2043703;5778;69;5;6;TO_DATE('2014-02-08','YYYY-MM-DD');129663;
2016023;5218;69;9;18;TO_DATE('2013-06-10','YYYY-MM-DD');142746;
368856;5886;39;15;16;TO_DATE('2013-11-21','YYYY-MM-DD');243028;
254413;6326;23;19;11;TO_DATE('2014-02-13','YYYY-MM-DD');222691;
1137885;5713;72;5;2;TO_DATE('2013-06-06','YYYY-MM-DD');186280;
9748244;5651;56;13;5;TO_DATE('2014-03-03','YYYY-MM-DD');280320;
9611483;5338;62;14;1;TO_DATE('2013-05-24','YYYY-MM-DD');186437;
3505144;5987;53;29;3;TO_DATE('2013-12-15','YYYY-MM-DD');201245;
6614637;6130;59;29;1;TO_DATE('2013-09-01','YYYY-MM-DD');130224;
2110122;5779;68;8;17;TO_DATE('2013-07-20','YYYY-MM-DD');94836;
1941238;5405;11;12;11;TO_DATE('2014-03-13','YYYY-MM-DD');229748;
5157948;5043;66;15;15;TO_DATE('2013-06-21','YYYY-MM-DD');132201;
2716871;6093;52;17;20;TO_DATE('2014-01-20','YYYY-MM-DD');298364;
2428781;5190;67;1;1;TO_DATE('2013-11-25','YYYY-MM-DD');11218;
2830169;5271;40;24;7;TO_DATE('2013-12-28','YYYY-MM-DD');118339;
9288353;5327;24;24;13;TO_DATE('2014-01-19','YYYY-MM-DD');137431;
1639961;5689;50;27;18;TO_DATE('2013-10-14','YYYY-MM-DD');116188;
2826363;4859;28;26;2;TO_DATE('2013-09-15','YYYY-MM-DD');119647;
1423271;6323;67;3;1;TO_DATE('2014-03-18','YYYY-MM-DD');107914;
4440177;5708;72;5;10;TO_DATE('2013-10-19','YYYY-MM-DD');284916;
739250;4953;58;21;12;TO_DATE('2013-05-11','YYYY-MM-DD');49406;
4087159;5392;67;6;8;TO_DATE('2013-06-09','YYYY-MM-DD');200943;
4528963;5258;72;1;12;TO_DATE('2013-09-24','YYYY-MM-DD');104782;
816006;5908;43;17;1;TO_DATE('2013-07-31','YYYY-MM-DD');253775;
4190576;5604;28;23;9;TO_DATE('2013-08-27','YYYY-MM-DD');226166;
993955;6048;62;24;5;TO_DATE('2013-10-30','YYYY-MM-DD');270793;
4643344;4866;72;10;8;TO_DATE('2013-06-22','YYYY-MM-DD');168235;
7356245;4930;62;26;6;TO_DATE('2013-05-04','YYYY-MM-DD');283488;
5684647;6333;57;11;6;TO_DATE('2013-10-09','YYYY-MM-DD');262910;
2036868;6284;45;21;16;TO_DATE('2013-08-13','YYYY-MM-DD');167232;
8137204;4876;71;3;6;TO_DATE('2013-06-03','YYYY-MM-DD');266962;
4964825;6381;69;4;6;TO_DATE('2013-07-20','YYYY-MM-DD');57874;
735816;4743;10;23;18;TO_DATE('2013-12-22','YYYY-MM-DD');269634;
4720490;6192;62;29;15;TO_DATE('2013-06-05','YYYY-MM-DD');78187;
9992953;6156;42;27;14;TO_DATE('2013-12-04','YYYY-MM-DD');27624;
4720297;4980;67;1;1;TO_DATE('2013-08-17','YYYY-MM-DD');33267;
4734229;5589;30;11;18;TO_DATE('2013-04-28','YYYY-MM-DD');263765;
5114428;5653;69;6;6;TO_DATE('2014-01-24','YYYY-MM-DD');86036;
6446357;5259;4;19;15;TO_DATE('2014-01-14','YYYY-MM-DD');293646;
4878818;5910;58;12;10;TO_DATE('2013-06-16','YYYY-MM-DD');121449;
935128;6015;70;2;2;TO_DATE('2013-07-07','YYYY-MM-DD');235911;
5582839;5500;40;28;14;TO_DATE('2014-01-07','YYYY-MM-DD');45980;
6371584;5036;60;14;18;TO_DATE('2013-06-26','YYYY-MM-DD');167379;
2668885;5357;57;27;2;TO_DATE('2013-11-24','YYYY-MM-DD');158051;
3997869;4954;16;30;17;TO_DATE('2013-08-21','YYYY-MM-DD');259271;
9273494;5371;69;10;3;TO_DATE('2013-04-29','YYYY-MM-DD');195198;
8184025;5063;8;16;14;TO_DATE('2014-01-10','YYYY-MM-DD');135093;
2426362;5235;19;30;12;TO_DATE('2013-09-29','YYYY-MM-DD');176924;
3397551;5189;52;13;11;TO_DATE('2014-02-24','YYYY-MM-DD');169648;
205157;5876;56;18;16;TO_DATE('2013-08-24','YYYY-MM-DD');170775;
647790;5250;47;12;16;TO_DATE('2014-01-28','YYYY-MM-DD');15271;
6069674;4877;61;28;1;TO_DATE('2014-04-16','YYYY-MM-DD');149985;
5160695;4783;52;16;13;TO_DATE('2013-07-24','YYYY-MM-DD');265407;
7662894;5668;65;26;5;TO_DATE('2013-09-28','YYYY-MM-DD');103446;
8878235;5448;70;7;7;TO_DATE('2014-01-20','YYYY-MM-DD');89739;
4883019;5361;70;8;12;TO_DATE('2013-05-18','YYYY-MM-DD');193077;
3215334;4717;71;4;3;TO_DATE('2014-03-12','YYYY-MM-DD');152960;
6191712;5502;27;19;11;TO_DATE('2013-06-09','YYYY-MM-DD');93875;
7023508;5289;72;7;12;TO_DATE('2013-05-14','YYYY-MM-DD');248093;
6155879;6180;71;1;10;TO_DATE('2014-02-05','YYYY-MM-DD');262229;
4097427;6181;50;13;8;TO_DATE('2013-05-06','YYYY-MM-DD');220991;
9898117;5734;42;14;18;TO_DATE('2014-01-21','YYYY-MM-DD');155954;
1044285;5506;68;7;19;TO_DATE('2014-02-04','YYYY-MM-DD');258721;
1066006;5825;69;10;7;TO_DATE('2014-03-08','YYYY-MM-DD');53499;
3916926;4501;54;18;9;TO_DATE('2014-04-10','YYYY-MM-DD');75275;
2414551;4644;48;30;1;TO_DATE('2013-12-11','YYYY-MM-DD');203919;
3140258;6198;70;2;7;TO_DATE('2013-08-18','YYYY-MM-DD');56891;
2515527;6239;14;13;10;TO_DATE('2013-06-26','YYYY-MM-DD');290677;
1131752;5544;70;10;17;TO_DATE('2013-10-20','YYYY-MM-DD');179593;
8461970;5793;71;10;5;TO_DATE('2013-10-24','YYYY-MM-DD');242723;
3823232;5506;71;10;12;TO_DATE('2013-05-12','YYYY-MM-DD');25655;
4210526;5622;60;30;7;TO_DATE('2014-03-04','YYYY-MM-DD');25342;
1387769;4709;18;30;5;TO_DATE('2013-07-11','YYYY-MM-DD');89833;
1268942;6151;69;2;1;TO_DATE('2014-03-23','YYYY-MM-DD');181010;
5636967;5600;68;4;7;TO_DATE('2013-04-26','YYYY-MM-DD');81343;
2080785;5231;64;30;3;TO_DATE('2013-07-24','YYYY-MM-DD');96014;
8424872;5802;55;17;16;TO_DATE('2013-12-02','YYYY-MM-DD');290493;
4169582;6271;67;3;6;TO_DATE('2013-06-19','YYYY-MM-DD');83537;
2007493;5887;53;13;4;TO_DATE('2014-03-24','YYYY-MM-DD');148068;
1975271;6008;17;30;14;TO_DATE('2014-02-04','YYYY-MM-DD');253410;
4468391;5428;8;21;7;TO_DATE('2013-04-23','YYYY-MM-DD');41713;
7735245;5525;70;7;7;TO_DATE('2013-04-30','YYYY-MM-DD');283712;
5159475;6100;69;1;6;TO_DATE('2013-06-04','YYYY-MM-DD');203167;
4859158;5714;61;17;15;TO_DATE('2014-04-01','YYYY-MM-DD');231077;
1589774;5124;58;22;9;TO_DATE('2014-03-25','YYYY-MM-DD');175061;
1343270;5816;58;25;13;TO_DATE('2013-11-24','YYYY-MM-DD');144412;
6840580;6144;2;27;1;TO_DATE('2013-04-21','YYYY-MM-DD');286567;
544543;4869;64;16;14;TO_DATE('2013-08-09','YYYY-MM-DD');95807;
5133270;4502;30;23;3;TO_DATE('2013-11-13','YYYY-MM-DD');81122;
279467;6090;62;12;3;TO_DATE('2013-11-26','YYYY-MM-DD');51301;
5531197;5806;6;18;2;TO_DATE('2013-07-20','YYYY-MM-DD');28609;
6600196;5435;9;15;8;TO_DATE('2013-07-12','YYYY-MM-DD');63512;
5660326;6112;53;24;16;TO_DATE('2014-04-02','YYYY-MM-DD');119543;
7084022;5682;67;10;10;TO_DATE('2014-02-02','YYYY-MM-DD');156969;
8849185;5090;67;2;9;TO_DATE('2013-07-26','YYYY-MM-DD');278096;
762731;6321;27;17;1;TO_DATE('2013-08-13','YYYY-MM-DD');16107;
379271;5972;18;19;9;TO_DATE('2013-07-16','YYYY-MM-DD');65850;
8689333;4823;69;8;2;TO_DATE('2013-06-30','YYYY-MM-DD');117615;
5085238;4635;65;16;17;TO_DATE('2013-10-02','YYYY-MM-DD');134966;
8397720;6494;68;1;16;TO_DATE('2013-10-27','YYYY-MM-DD');170045;
3092724;6422;68;8;10;TO_DATE('2013-09-11','YYYY-MM-DD');82047;
59200;5835;68;1;14;TO_DATE('2013-06-10','YYYY-MM-DD');166758;
2384842;4620;54;11;11;TO_DATE('2013-11-26','YYYY-MM-DD');275765;
3655874;6338;47;13;6;TO_DATE('2013-08-30','YYYY-MM-DD');23416;
3630296;6311;68;10;18;TO_DATE('2013-04-23','YYYY-MM-DD');253944;
8781327;5608;55;30;2;TO_DATE('2013-04-30','YYYY-MM-DD');228991;
9576995;5357;60;21;14;TO_DATE('2014-02-28','YYYY-MM-DD');22450;
517782;5566;67;10;18;TO_DATE('2014-01-29','YYYY-MM-DD');168475;
3411968;4928;21;26;9;TO_DATE('2014-01-27','YYYY-MM-DD');253511;
3645046;5324;67;7;19;TO_DATE('2013-08-08','YYYY-MM-DD');133248;
2133389;6321;23;13;15;TO_DATE('2014-01-30','YYYY-MM-DD');123990;
2695104;5269;72;7;5;TO_DATE('2013-09-23','YYYY-MM-DD');246418;
2883802;4542;62;19;8;TO_DATE('2013-10-15','YYYY-MM-DD');125504;
9010965;4875;54;25;17;TO_DATE('2013-10-14','YYYY-MM-DD');239940;
2225926;4631;60;20;13;TO_DATE('2013-12-11','YYYY-MM-DD');72589;
5742811;5981;72;6;6;TO_DATE('2013-12-13','YYYY-MM-DD');295098;
2503648;5528;72;9;11;TO_DATE('2013-05-15','YYYY-MM-DD');37774;
3424043;6420;66;15;19;TO_DATE('2013-05-01','YYYY-MM-DD');266266;
9011534;6032;59;29;9;TO_DATE('2013-06-19','YYYY-MM-DD');25170;
3124694;4880;59;24;10;TO_DATE('2013-06-20','YYYY-MM-DD');216529;
825102;5816;65;19;17;TO_DATE('2013-04-23','YYYY-MM-DD');77235;
1308807;4923;56;19;9;TO_DATE('2013-04-22','YYYY-MM-DD');55451;
434630;4633;57;17;10;TO_DATE('2014-02-10','YYYY-MM-DD');238225;
9522197;5408;43;12;13;TO_DATE('2013-10-04','YYYY-MM-DD');291060;
6002356;6390;1;30;14;TO_DATE('2013-07-12','YYYY-MM-DD');220673;
1553223;6167;68;2;16;TO_DATE('2013-10-10','YYYY-MM-DD');151622;
7837556;5681;71;10;17;TO_DATE('2014-02-25','YYYY-MM-DD');46703;
483567;4797;15;20;5;TO_DATE('2013-11-06','YYYY-MM-DD');153830;
1812632;6001;58;26;16;TO_DATE('2014-01-18','YYYY-MM-DD');244908;
6529485;5073;46;15;4;TO_DATE('2014-01-29','YYYY-MM-DD');232359;
2024134;5030;72;4;6;TO_DATE('2013-08-24','YYYY-MM-DD');130027;
4477688;5693;70;1;1;TO_DATE('2013-06-19','YYYY-MM-DD');294145;
2260854;5786;38;26;4;TO_DATE('2014-04-17','YYYY-MM-DD');104473;
8067998;4728;14;20;20;TO_DATE('2014-03-05','YYYY-MM-DD');89431;
2066626;5511;65;22;8;TO_DATE('2014-03-05','YYYY-MM-DD');234574;
3610727;6011;69;2;7;TO_DATE('2013-11-19','YYYY-MM-DD');277124;
637371;6090;61;19;16;TO_DATE('2013-12-11','YYYY-MM-DD');114756;
6513513;6076;59;26;9;TO_DATE('2013-06-13','YYYY-MM-DD');22189;
5759463;5413;29;29;15;TO_DATE('2013-06-17','YYYY-MM-DD');184611;
4360438;4621;59;17;19;TO_DATE('2013-06-29','YYYY-MM-DD');279552;
2125648;5284;50;13;8;TO_DATE('2013-10-16','YYYY-MM-DD');205145;
6476268;6221;56;22;6;TO_DATE('2013-09-03','YYYY-MM-DD');140341;
171162;4863;61;22;8;TO_DATE('2014-02-25','YYYY-MM-DD');145946;
2005525;5602;25;15;2;TO_DATE('2014-02-06','YYYY-MM-DD');244228;
8346856;5909;69;5;11;TO_DATE('2013-09-14','YYYY-MM-DD');245277;
3278241;5274;69;7;8;TO_DATE('2014-01-28','YYYY-MM-DD');55687;
6294575;5319;68;4;11;TO_DATE('2014-01-25','YYYY-MM-DD');64207;
2362900;4929;67;5;16;TO_DATE('2013-11-15','YYYY-MM-DD');133503;
551266;5799;67;10;2;TO_DATE('2013-08-21','YYYY-MM-DD');256137;
8739633;4563;71;3;6;TO_DATE('2014-03-05','YYYY-MM-DD');93249;
1537401;4890;34;29;15;TO_DATE('2013-09-01','YYYY-MM-DD');175903;
5026604;5034;71;7;4;TO_DATE('2013-06-05','YYYY-MM-DD');201373;
9714258;6333;63;22;17;TO_DATE('2013-07-01','YYYY-MM-DD');34322;
7402283;5267;63;24;17;TO_DATE('2014-03-04','YYYY-MM-DD');122567;
5988276;5966;7;23;4;TO_DATE('2013-04-25','YYYY-MM-DD');87869;
1204839;5910;59;20;15;TO_DATE('2014-03-11','YYYY-MM-DD');17175;
7666182;6440;69;10;2;TO_DATE('2013-08-18','YYYY-MM-DD');138731;
4738533;6025;69;6;9;TO_DATE('2013-12-24','YYYY-MM-DD');145896;
9232919;5579;61;19;20;TO_DATE('2013-09-22','YYYY-MM-DD');299432;
542515;6441;60;25;20;TO_DATE('2014-03-17','YYYY-MM-DD');197913;
288200;6486;67;1;4;TO_DATE('2013-10-28','YYYY-MM-DD');257747;
829311;4798;40;26;9;TO_DATE('2013-11-12','YYYY-MM-DD');141611;
1010402;4685;69;10;20;TO_DATE('2014-04-05','YYYY-MM-DD');53019;
7703291;4756;67;7;11;TO_DATE('2013-08-12','YYYY-MM-DD');18419;
4129018;4678;28;17;13;TO_DATE('2013-12-31','YYYY-MM-DD');127762;
3446973;4688;67;6;1;TO_DATE('2014-02-15','YYYY-MM-DD');55727;
7128994;4599;68;9;2;TO_DATE('2013-12-28','YYYY-MM-DD');263737;
324178;4994;72;4;14;TO_DATE('2014-03-17','YYYY-MM-DD');260092;
7668298;4980;69;7;13;TO_DATE('2013-05-17','YYYY-MM-DD');177107;
6607363;5127;71;2;6;TO_DATE('2013-12-03','YYYY-MM-DD');287341;
4512621;6379;68;7;6;TO_DATE('2013-09-19','YYYY-MM-DD');87325;
6729612;5523;55;18;6;TO_DATE('2013-08-25','YYYY-MM-DD');120065;
3420261;4719;44;14;13;TO_DATE('2013-08-31','YYYY-MM-DD');292582;
1107324;6418;29;29;3;TO_DATE('2013-07-20','YYYY-MM-DD');162315;
8861648;5375;30;22;7;TO_DATE('2013-05-18','YYYY-MM-DD');44654;
2501975;5256;42;13;6;TO_DATE('2014-02-18','YYYY-MM-DD');280116;
2232376;5154;34;17;17;TO_DATE('2014-01-24','YYYY-MM-DD');183945;
7950720;6089;51;24;2;TO_DATE('2014-03-29','YYYY-MM-DD');114469;
1444282;6168;62;23;10;TO_DATE('2014-01-01','YYYY-MM-DD');75823;
6940673;4510;71;10;19;TO_DATE('2013-05-02','YYYY-MM-DD');168545;
5972672;6127;43;30;20;TO_DATE('2013-12-13','YYYY-MM-DD');57133;
1243806;5235;8;28;12;TO_DATE('2013-12-10','YYYY-MM-DD');222637;
3663667;4901;65;23;3;TO_DATE('2013-07-01','YYYY-MM-DD');12055;
3216289;4996;67;1;8;TO_DATE('2014-03-04','YYYY-MM-DD');221796;
9766891;4717;72;5;3;TO_DATE('2013-09-22','YYYY-MM-DD');225609;
9140451;6442;58;19;7;TO_DATE('2013-10-09','YYYY-MM-DD');28935;
5465137;6429;35;18;16;TO_DATE('2013-12-14','YYYY-MM-DD');38426;
8477847;4780;16;30;3;TO_DATE('2013-07-03','YYYY-MM-DD');131532;
237216;5289;68;8;13;TO_DATE('2013-05-02','YYYY-MM-DD');52800;
6514666;4558;66;18;7;TO_DATE('2013-05-14','YYYY-MM-DD');11619;
1712807;6455;44;11;16;TO_DATE('2014-01-22','YYYY-MM-DD');41891;
5203559;6355;31;24;16;TO_DATE('2013-08-22','YYYY-MM-DD');193991;
3355396;5429;1;18;6;TO_DATE('2014-04-18','YYYY-MM-DD');156441;
8392767;5656;67;2;7;TO_DATE('2013-07-16','YYYY-MM-DD');254245;
7503128;6352;72;3;5;TO_DATE('2013-06-18','YYYY-MM-DD');242690;
4956273;4780;43;30;8;TO_DATE('2013-10-23','YYYY-MM-DD');119719;
555396;5872;54;25;15;TO_DATE('2014-01-05','YYYY-MM-DD');175330;
4983734;5512;60;15;20;TO_DATE('2014-04-19','YYYY-MM-DD');81784;
8673474;5066;57;18;11;TO_DATE('2013-10-21','YYYY-MM-DD');77239;
866264;4880;60;11;18;TO_DATE('2013-09-21','YYYY-MM-DD');76910;
9750899;5220;69;3;16;TO_DATE('2013-05-08','YYYY-MM-DD');245429;
7533778;5540;66;16;9;TO_DATE('2014-01-09','YYYY-MM-DD');35648;
8925181;4781;69;1;11;TO_DATE('2013-10-05','YYYY-MM-DD');289436;
7486457;5608;52;12;19;TO_DATE('2014-02-24','YYYY-MM-DD');196332;
1902561;5669;68;7;4;TO_DATE('2014-02-16','YYYY-MM-DD');199617;
3262941;5458;17;18;3;TO_DATE('2014-02-05','YYYY-MM-DD');228150;
7173903;5581;5;11;5;TO_DATE('2013-10-10','YYYY-MM-DD');30951;
2020222;6070;69;3;19;TO_DATE('2013-11-30','YYYY-MM-DD');201133;
7586935;5446;72;10;16;TO_DATE('2013-06-21','YYYY-MM-DD');104290;
3577504;5697;69;8;1;TO_DATE('2014-01-01','YYYY-MM-DD');33328;
1385325;5436;56;26;8;TO_DATE('2013-05-23','YYYY-MM-DD');201156;
6943443;5867;67;3;11;TO_DATE('2013-10-28','YYYY-MM-DD');292883;
1405443;5800;58;18;1;TO_DATE('2013-05-13','YYYY-MM-DD');85767;
4025648;5470;72;10;17;TO_DATE('2013-04-20','YYYY-MM-DD');80737;
266673;4579;43;22;7;TO_DATE('2013-10-08','YYYY-MM-DD');174138;
610244;5159;61;20;5;TO_DATE('2013-08-16','YYYY-MM-DD');190745;
2709430;5382;67;8;16;TO_DATE('2013-06-06','YYYY-MM-DD');13608;
1391022;4971;34;17;4;TO_DATE('2013-10-03','YYYY-MM-DD');22082;
368471;4536;71;10;7;TO_DATE('2014-01-17','YYYY-MM-DD');226010;
7391140;6499;69;7;18;TO_DATE('2013-11-24','YYYY-MM-DD');38181;
5837245;5098;72;1;1;TO_DATE('2013-11-03','YYYY-MM-DD');144191;
4582822;5430;67;5;13;TO_DATE('2014-01-19','YYYY-MM-DD');251150;
7768696;5094;72;4;9;TO_DATE('2014-02-18','YYYY-MM-DD');250679;
3936813;5545;69;2;15;TO_DATE('2013-06-20','YYYY-MM-DD');65856;
1788535;6237;37;21;6;TO_DATE('2013-08-07','YYYY-MM-DD');89054;
6755875;5054;69;3;16;TO_DATE('2014-02-07','YYYY-MM-DD');22405;
6156117;4926;65;21;19;TO_DATE('2014-03-11','YYYY-MM-DD');96978;
6340298;5257;68;3;9;TO_DATE('2014-01-18','YYYY-MM-DD');176028;
2494894;6065;70;8;5;TO_DATE('2014-03-07','YYYY-MM-DD');42494;
5904131;5345;34;22;16;TO_DATE('2013-06-27','YYYY-MM-DD');108750;
6656505;5592;3;28;19;TO_DATE('2014-03-13','YYYY-MM-DD');244377;
2822506;5922;44;15;10;TO_DATE('2014-01-07','YYYY-MM-DD');136230;
1395407;5180;57;15;12;TO_DATE('2013-10-20','YYYY-MM-DD');105111;
5064090;4897;53;20;11;TO_DATE('2013-05-29','YYYY-MM-DD');82181;
4563193;5925;52;20;6;TO_DATE('2014-02-13','YYYY-MM-DD');136612;
6211653;6415;7;13;19;TO_DATE('2013-10-01','YYYY-MM-DD');220764;
8370541;5154;2;16;12;TO_DATE('2013-10-06','YYYY-MM-DD');160301;
9054005;5086;62;26;11;TO_DATE('2013-04-22','YYYY-MM-DD');73689;
7167868;4683;21;26;12;TO_DATE('2013-05-28','YYYY-MM-DD');127397;
2216473;5673;21;16;16;TO_DATE('2013-06-01','YYYY-MM-DD');56751;
5357038;6292;72;4;5;TO_DATE('2013-11-08','YYYY-MM-DD');142926;
4136028;5440;69;10;14;TO_DATE('2014-01-11','YYYY-MM-DD');291920;
1788543;6274;67;7;5;TO_DATE('2013-05-30','YYYY-MM-DD');258575;
7428794;5979;68;1;20;TO_DATE('2013-09-09','YYYY-MM-DD');157934;
3675908;4647;58;15;7;TO_DATE('2014-02-24','YYYY-MM-DD');282265;
4085035;6189;68;9;18;TO_DATE('2013-08-30','YYYY-MM-DD');248529;
2252525;5331;13;26;5;TO_DATE('2013-10-28','YYYY-MM-DD');277858;
861949;4672;59;19;5;TO_DATE('2013-08-04','YYYY-MM-DD');135631;
2170528;5731;70;4;2;TO_DATE('2013-11-03','YYYY-MM-DD');128345;
6664264;5842;71;5;12;TO_DATE('2013-11-10','YYYY-MM-DD');251093;
5641114;4643;52;24;12;TO_DATE('2014-02-07','YYYY-MM-DD');49070;
2444222;4705;67;1;18;TO_DATE('2014-03-17','YYYY-MM-DD');149881;
4541717;5939;68;9;17;TO_DATE('2013-10-30','YYYY-MM-DD');56272;
6572173;5845;27;19;8;TO_DATE('2014-03-26','YYYY-MM-DD');18947;
7618403;4851;48;12;17;TO_DATE('2014-02-17','YYYY-MM-DD');250601;
144956;5993;62;29;18;TO_DATE('2013-07-29','YYYY-MM-DD');197734;
4912210;4812;61;27;14;TO_DATE('2013-05-11','YYYY-MM-DD');79013;
3763838;5950;69;10;18;TO_DATE('2014-03-22','YYYY-MM-DD');40285;
7763595;5861;1;22;10;TO_DATE('2013-12-10','YYYY-MM-DD');252757;
1668645;4934;62;17;11;TO_DATE('2014-02-19','YYYY-MM-DD');269245;
7684939;6365;72;9;4;TO_DATE('2014-01-15','YYYY-MM-DD');135632;
8308121;4519;64;13;6;TO_DATE('2013-12-29','YYYY-MM-DD');291027;
1229496;5142;65;29;6;TO_DATE('2013-09-09','YYYY-MM-DD');156978;
2136465;5861;42;28;11;TO_DATE('2014-04-05','YYYY-MM-DD');265647;
3050032;5366;40;30;6;TO_DATE('2014-04-07','YYYY-MM-DD');297995;
490284;6231;58;15;20;TO_DATE('2013-07-17','YYYY-MM-DD');269856;
2791561;5641;16;25;12;TO_DATE('2013-08-27','YYYY-MM-DD');251477;
1368061;6262;71;2;15;TO_DATE('2013-10-08','YYYY-MM-DD');72679;
9366298;4719;15;23;10;TO_DATE('2014-01-07','YYYY-MM-DD');106669;
31053;6307;57;21;12;TO_DATE('2013-06-10','YYYY-MM-DD');297588;
9674695;5970;10;19;17;TO_DATE('2014-02-14','YYYY-MM-DD');147502;
4699174;5826;63;22;4;TO_DATE('2013-07-02','YYYY-MM-DD');239858;
3643026;4915;68;5;2;TO_DATE('2013-06-01','YYYY-MM-DD');250270;
3131814;6100;71;8;17;TO_DATE('2014-02-18','YYYY-MM-DD');72683;
4383586;6044;42;23;5;TO_DATE('2014-01-16','YYYY-MM-DD');77022;
3334990;5499;72;10;20;TO_DATE('2013-07-10','YYYY-MM-DD');47439;
8831712;5665;55;15;7;TO_DATE('2013-12-24','YYYY-MM-DD');264060;
958756;5098;72;9;1;TO_DATE('2014-03-22','YYYY-MM-DD');19838;
3794635;6290;67;6;9;TO_DATE('2014-03-08','YYYY-MM-DD');78534;
8303871;5774;8;17;4;TO_DATE('2014-01-24','YYYY-MM-DD');264243;
4379478;6279;3;14;9;TO_DATE('2013-07-30','YYYY-MM-DD');153204;
1049965;6385;32;11;10;TO_DATE('2013-12-21','YYYY-MM-DD');105982;
3154605;5348;66;22;15;TO_DATE('2014-01-25','YYYY-MM-DD');25504;
1430668;5498;24;29;3;TO_DATE('2013-05-26','YYYY-MM-DD');289523;
5979462;5335;62;17;8;TO_DATE('2013-11-12','YYYY-MM-DD');117769;
7709876;6339;71;3;2;TO_DATE('2013-06-24','YYYY-MM-DD');51839;
6405420;4502;31;19;8;TO_DATE('2013-06-11','YYYY-MM-DD');154275;
